Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather,Preco,Quilom
30792.15,17870,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1,72050.55,28759
30392.75,18449,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1,71116.00,29691
28817.08,21039,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1,67429.09,33859
29275.21,21056,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1,68501.06,33886
28040.13,27484,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1,65611.10,44231
39801.55,14095,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,93131.65,22684
40335.74,14743,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,94381.59,23726
39307.01,16041,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,91974.47,25815
38600.24,17138,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,90320.70,27581
38445.90,18661,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,89959.55,30032
36077.80,21966,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,84418.44,35351
35866.58,24415,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1,83924.22,39292
35338.65,25163,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,82688.92,40496
36154.30,25339,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1,84597.45,40779
34685.66,25421,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1,81160.98,40911
42820.33,5499,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,100195.29,8850
41378.05,8125,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,96820.49,13076
40856.39,12791,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1,95599.87,20585
41419.04,14452,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,96916.41,23258
37510.25,21593,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,87770.24,34750
37215.17,22211,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,87079.77,35745
36332.89,25153,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,85015.34,40480
36245.16,26250,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1,84810.05,42245
32954.14,36074,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1,77109.40,58055
32537.19,41829,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1,76133.76,67317
35715.77,6447,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1,83571.33,10375
35651.68,10555,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1,83421.37,16987
35129.34,11975,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1,82199.14,19272
35165.76,13449,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1,82284.36,21644
32501.25,17508,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1,76049.66,28176
33220.03,18661,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1,77731.54,30032
32509.48,20910,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1,76068.93,33651
31132.21,23124,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1,72846.27,37214
31181.72,26222,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1,72962.10,42200
31059.18,27544,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1,72675.38,44328
42741.52,2846,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1,100010.89,4580
40966.61,7476,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1,95857.76,12031
38795.38,13973,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1,90777.31,22487
38297.46,16754,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1,89612.23,26963
37192.90,19100,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1,87027.66,30738
36210.12,21778,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1,84728.07,35048
36633.63,22042,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1,85719.04,35473
35895.50,23056,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1,83991.88,37105
34974.38,25796,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1,81836.55,41515
32038.34,35326,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1,74966.51,56852
48310.33,788,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1,113041.34,1268
48365.98,2616,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1,113171.56,4210
45061.95,13829,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1,105440.46,22256
44205.88,15104,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1,103437.33,24307
42377.96,18581,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1,99160.18,29903
41671.58,20575,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1,97507.34,33112
41516.43,23861,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1,97144.29,38400
41053.48,25717,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1,96061.04,41387
38208.50,31303,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1,89404.07,50377
39072.39,31587,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1,91425.49,50834
70755.47,583,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,165560.72,938
68566.19,6420,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,160438.02,10332
69133.73,7892,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,161766.02,12701
66374.31,12021,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,155309.24,19346
65281.48,15600,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,152752.14,25106
63913.12,18200,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,149550.30,29290
60567.55,23193,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,141722.01,37325
57154.44,29260,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,133735.68,47089
55639.09,31805,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1,130189.90,51185
52001.99,42691,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1,121679.47,68704
12146.19,10011,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1,28420.87,16111
12163.82,12101,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1,28462.12,19475
11472.02,19699,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1,26843.39,31702
11017.17,20100,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0,25779.07,32348
11096.86,20334,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0,25965.54,32724
10386.04,22225,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0,24302.30,35768
11137.05,22484,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1,26059.57,36184
11045.11,24568,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1,25844.45,39538
10777.05,27906,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0,25217.23,44910
9928.19,29680,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1,23230.97,47765
12649.11,3629,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0,29597.65,5840
12314.59,4142,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0,28814.91,6666
11318.01,11156,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1,26483.01,17954
12409.95,11981,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1,29038.04,19282
11555.27,13404,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0,27038.17,21572
11700.11,15253,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0,27377.09,24547
11215.02,19945,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0,26242.02,32098
10144.95,23963,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0,23738.17,38565
10491.08,30948,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0,24548.07,49806
9954.05,37345,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1,23291.49,60101
11031.13,20156,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1,25811.74,32438
11343.05,20186,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1,26541.61,32486
11391.21,21421,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1,26654.30,34474
11247.86,21427,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1,26318.87,34483
10921.95,23119,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1,25556.26,37206
11179.95,23121,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1,26159.97,37210
11394.89,25107,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1,26662.89,40406
11070.06,25476,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1,25902.83,41000
11013.87,25746,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1,25771.36,41434
11115.01,30056,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1,26008.02,48370
11918.46,7278,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0,27888.00,11713
12408.81,10213,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1,29035.37,16436
11302.90,14627,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0,26447.66,23540
11615.02,19014,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1,27177.99,30600
10805.13,21013,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1,25282.92,33817
11169.92,22380,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0,26136.49,36017
10770.11,25065,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0,25200.97,40338
10872.01,25869,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0,25439.43,41632
10921.95,27776,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0,25556.26,44701
9919.05,34621,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0,23209.58,55717
10813.34,266,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1,25302.14,428
11167.86,4716,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0,26131.68,7590
10897.08,6699,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1,25498.07,10781
10106.02,14200,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,0,23647.07,22853
10354.04,14521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,0,24227.43,23369
10287.98,16521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,1,24072.84,26588
9720.98,20836,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0,22746.12,33532
9506.05,22169,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,0,1,22243.20,35677
9789.04,22986,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1,22905.37,36992
9220.83,29992,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1,21575.82,48267
10971.10,7091,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0,25671.27,11412
10315.02,14438,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1,24136.11,23236
9654.06,19183,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0,22589.54,30872
9563.79,19273,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0,22378.31,31017
9665.85,19565,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,1,1,22617.12,31487
9482.22,24842,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0,22187.45,39979
8638.93,25216,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0,20214.23,40581
9041.91,26191,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1,21157.16,42150
8870.95,32914,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0,20757.13,52970
8769.00,35299,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0,20518.58,56808
13007.98,7372,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,30437.38,11864
13041.87,13607,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1,30516.68,21898
12045.92,19136,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1,28186.25,30796
12469.53,19712,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1,29177.45,31723
11539.85,22405,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1,27002.08,36057
11726.00,23103,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1,27437.67,37181
12207.87,23512,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,28565.20,37839
11203.15,27364,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,26214.24,44038
10788.97,31436,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,25245.11,50591
11149.62,34447,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,26088.99,55437
14584.45,1160,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,34126.15,1867
13681.70,10210,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,32013.81,16431
13446.21,17741,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,31462.79,28551
12327.64,19347,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,28845.45,31136
12274.96,19612,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,28722.17,31562
12630.78,22571,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,29554.75,36324
12425.39,22771,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,29074.17,36646
12319.70,24568,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,28826.86,39538
12549.89,25816,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,29365.49,41547
12234.89,30297,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,28628.41,48758
14894.98,2464,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,34852.77,3965
14198.09,11322,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,33222.12,18221
14678.11,11488,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,34345.30,18488
13167.70,14630,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,30811.11,23545
13471.01,18910,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,31520.80,30433
12573.90,25048,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,29421.67,40311
