Price;Mileage;Make;Model;Trim;Type;Cylinder;Liter;Doors;Cruise;Sound;Leather;Preco;Quilom
17750,88457;25040;Buick;Lesabre;Custom Sedan 4D;Sedan;6;3,8;4;1;1;0;41535,29;15559
17772,96968;25052;Buick;Lesabre;Custom Sedan 4D;Sedan;6;3,8;4;1;1;0;41586,97;15567
17394,0214;25464;Buick;Lesabre;Custom Sedan 4D;Sedan;6;3,8;4;1;1;0;40700,27;15823
17645,74504;27830;Buick;Lesabre;Custom Sedan 4D;Sedan;6;3,8;4;1;1;1;41289,28;17293
21908,36662;17353;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;0;0;51263,39;10783
21956,34266;17787;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;0;51375,65;11052
21646,11692;19562;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;1;50649,75;12155
21575,45683;20137;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;0;50484,41;12513
20952,2178;20158;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;0;49026,09;12526
21562,04758;23767;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;0;1;50453,04;14768
19981,12791;24323;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;0;46753,84;15114
19425,84862;27839;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;0;45454,54;17298
19191,98962;29187;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;1;44907,34;18136
19641,7419;31324;Buick;Lesabre;Limited Sedan 4D;Sedan;6;3,8;4;1;1;1;45959,71;19464
25589,98315;2308;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;0;59878,00;1434
25098,62906;10014;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;0;58728,28;6222
23420,70695;18910;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;0;1;54802,11;11750
22661,04849;20105;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;0;0;53024,59;12493
23493,0823;20453;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;0;54971,46;12709
22435,20282;22287;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;1;52496,13;13849
21878,12;23237;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;0;51192,61;14439
23077,56591;23798;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;0;1;53999,20;14787
21698,01475;25489;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;1;50771,18;15838
21831,82292;25564;Buick;Park Avenue;Sedan 4D;Sedan;6;3,8;4;1;1;1;51084,28;15885
26831,19404;4695;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;1;0;62782,31;2917
26060,33535;9795;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;1;0;60978,58;6086
26781,81465;12052;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;1;0;62666,77;7489
26302,07428;13050;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;1;0;61544,22;8109
26190,27147;17335;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;0;1;61282,62;10771
25508,21096;17480;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;1;0;59686,66;10862
23348,01695;24027;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;0;1;54632,02;14930
23406,68982;25387;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;0;1;54769,31;15775
23159,54378;25869;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;0;0;54191,02;16074
21536,74173;37128;Buick;Park Avenue;Special Ed Ultra 4D;Sedan;6;3,8;4;1;1;1;50393,82;23070
51154,04722;2202;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;1;1;119695,36;1368
49248,15897;6685;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;0;1;115235,77;4154
46747,67327;15343;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;1;1;109384,88;9534
44130,61706;21341;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;0;1;103261,23;13261
44084,91421;21367;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;1;1;103154,29;13277
43892,46788;23371;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;0;1;102703,99;14522
44300,63996;23751;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;0;1;103659,07;14758
42677,60112;24052;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;0;1;99861,32;14945
43374,05242;25199;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;1;1;101490,95;15658
40619,07227;30082;Cadillac;CST-V;Sedan 4D;Sedan;8;5,7;4;1;1;1;95044,57;18692
33417,96501;6598;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;78194,70;4100
30957,08075;10625;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;72436,47;6602
31431,13037;11013;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;73545,70;6843
30781,51563;14937;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;72025,67;9281
30646,4377;17094;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;71709,60;10622
30792,14903;17870;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;72050,55;11104
30392,75016;18449;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;71116,00;11464
28817,08185;21039;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;0;1;67429,09;13073
29275,20871;21056;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;68501,06;13084
28040,12853;27484;Cadillac;CTS;Sedan 4D;Sedan;6;2,8;4;1;1;1;65611,10;17078
39801,55135;14095;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;93131,65;8758
40335,73731;14743;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;94381,59;9161
39307,00916;16041;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;91974,47;9967
38600,23956;17138;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;90320,70;10649
38445,89717;18661;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;89959,55;11595
36077,79612;21966;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;84418,44;13649
35866,58271;24415;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;1;1;83924,22;15171
35338,65369;25163;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;82688,92;15636
36154,30355;25339;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;1;1;84597,45;15745
34685,66298;25421;Cadillac;Deville;DHS Sedan 4D;Sedan;8;4,6;4;1;0;1;81160,98;15796
42820,32902;5499;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;100195,29;3417
41378,04809;8125;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;96820,49;5049
40856,3909;12791;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;1;1;95599,87;7948
41419,03726;14452;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;96916,41;8980
37510,25357;21593;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;87770,24;13417
37215,16938;22211;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;87079,77;13801
36332,89469;25153;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;85015,34;15629
36245,15823;26250;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;1;1;84810,05;16311
32954,14134;36074;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;0;1;77109,40;22415
32537,18675;41829;Cadillac;Deville;DTS Sedan 4D;Sedan;8;4,6;4;1;1;1;76133,76;25991
35715,76856;6447;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;0;1;83571,33;4006
35651,68002;10555;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;1;1;83421,37;6559
35129,34077;11975;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;1;1;82199,14;7441
35165,75937;13449;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;1;1;82284,36;8357
32501,24519;17508;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;0;1;76049,66;10879
33220,02845;18661;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;0;1;77731,54;11595
32509,47829;20910;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;0;1;76068,93;12993
31132,21349;23124;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;1;1;72846,27;14369
31181,71516;26222;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;0;1;72962,10;16294
31059,18103;27544;Cadillac;Deville;Sedan 4D;Sedan;8;4,6;4;1;1;1;72675,38;17115
42741,52367;2846;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;0;1;100010,89;1768
40966,60741;7476;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;1;1;95857,76;4645
38795,37909;13973;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;1;1;90777,31;8682
38297,46254;16754;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;0;1;89612,23;10410
37192,89637;19100;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;0;1;87027,66;11868
36210,123;21778;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;0;1;84728,07;13532
36633,63382;22042;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;1;1;85719,04;13696
35895,49941;23056;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;1;1;83991,88;14326
34974,37804;25796;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;1;1;81836,55;16029
32038,33956;35326;Cadillac;STS-V6;Sedan 4D;Sedan;6;3,6;4;1;1;1;74966,51;21951
48310,32954;788;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;0;1;113041,34;490
48365,9809;2616;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;1;1;113171,56;1626
45061,95194;13829;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;1;1;105440,46;8593
44205,87588;15104;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;0;1;103437,33;9385
42377,95544;18581;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;0;1;99160,18;11546
41671,58314;20575;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;0;1;97507,34;12785
41516,42986;23861;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;1;1;97144,29;14827
41053,48217;25717;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;1;1;96061,04;15980
38208,50102;31303;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;1;1;89404,07;19451
39072,39205;31587;Cadillac;STS-V8;Sedan 4D;Sedan;8;4,6;4;1;0;1;91425,49;19627
70755,46672;583;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;165560,72;362
68566,18719;6420;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;160438,02;3989
69133,73172;7892;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;161766,02;4904
66374,30704;12021;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;155309,24;7470
65281,48124;15600;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;152752,14;9693
63913,11725;18200;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;149550,30;11309
60567,54909;23193;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;141722,01;14411
57154,44344;29260;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;133735,68;18181
55639,08765;31805;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;0;1;130189,90;19763
52001,99438;42691;Cadillac;XLR-V8;Hardtop Conv 2D;Convertible;8;4,6;2;1;1;1;121679,47;26527
12146,18803;10011;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;0;1;28420,87;6221
12163,82042;12101;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;0;1;28462,12;7519
11472,02276;19699;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;0;1;26843,39;12240
11017,16871;20100;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;1;0;25779,07;12490
11096,85727;20334;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;1;0;0;25965,54;12635
10386,04022;22225;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;0;0;24302,30;13810
11137,04565;22484;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;1;1;26059,57;13971
11045,10884;24568;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;1;0;1;25844,45;15266
10777,05254;27906;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;0;0;25217,23;17340
9928,188175;29680;Chevrolet;AVEO;LS Hatchback 4D;Hatchback;4;1,6;4;0;0;1;23230,97;18442
12649,11089;3629;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;0;1;0;29597,65;2255
12314,59122;4142;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;0;1;0;28814,91;2574
11318,00809;11156;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;0;1;1;26483,01;6932
12409,94909;11981;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;1;1;1;29038,04;7445
11555,2674;13404;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;1;1;0;27038,17;8329
11700,11149;15253;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;1;0;0;27377,09;9478
11215,01865;19945;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;0;0;0;26242,02;12393
10144,95208;23963;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;1;1;0;23738,17;14890
10491,0752;30948;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;0;1;0;24548,07;19230
9954,054174;37345;Chevrolet;AVEO;LS Sedan 4D;Sedan;4;1,6;4;0;1;1;23291,49;23205
11031,12993;20156;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;0;1;1;25811,74;12524
11343,05401;20186;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;1;1;1;26541,61;12543
11391,21372;21421;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;0;1;1;26654,30;13310
11247,86253;21427;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;1;1;1;26318,87;13314
10921,94537;23119;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;0;1;1;25556,26;14366
11179,95357;23121;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;0;1;1;26159,97;14367
11394,8864;25107;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;0;1;1;26662,89;15601
11070,06064;25476;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;0;1;1;25902,83;15830
11013,87137;25746;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;1;1;1;25771,36;15998
11115,01364;30056;Chevrolet;AVEO;LT Hatchback 4D;Hatchback;4;1,6;4;1;1;1;26008,02;18676
11918,45607;7278;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;0;0;27888,00;4522
12408,80615;10213;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;0;1;29035,37;6346
11302,90299;14627;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;1;0;26447,66;9089
11615,02102;19014;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;1;1;27177,99;11815
10805,13009;21013;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;1;1;1;25282,92;13057
11169,91839;22380;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;1;0;26136,49;13906
10770,10655;25065;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;1;0;25200,97;15575
10872,01393;25869;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;0;0;25439,43;16074
10921,94537;27776;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;1;0;0;25556,26;17259
9919,048185;34621;Chevrolet;AVEO;LT Sedan 4D;Sedan;4;1,6;4;0;1;0;23209,58;21513
10813,34352;266;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;1;0;1;25302,14;165
11167,861;4716;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;1;1;0;26131,68;2930
10897,07651;6699;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;0;1;1;25498,07;4163
10106,01643;14200;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;1;0;0;23647,07;8823
10354,04385;14521;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;0;1;0;24227,43;9023
10287,97736;16521;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;1;1;1;24072,84;10266
9720,97889;20836;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;1;1;0;22746,12;12947
9506,047937;22169;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;0;0;1;22243,20;13775
9789,037676;22986;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;0;1;1;22905,37;14283
9220,829677;29992;Chevrolet;AVEO;SVM Hatchback 4D;Hatchback;4;1,6;4;1;0;1;21575,82;18636
10971,09561;7091;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;1;0;0;25671,27;4406
10315,01823;14438;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;0;0;1;24136,11;8971
9654,060142;19183;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;0;0;0;22589,54;11920
9563,789309;19273;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;1;1;0;22378,31;11976
9665,84886;19565;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;0;1;1;22617,12;12157
9482,219404;24842;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;1;0;0;22187,45;15436
8638,930895;25216;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;0;0;0;20214,23;15669
9041,906254;26191;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;0;0;1;21157,16;16274
8870,947316;32914;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;1;1;0;20757,13;20452
8768,998585;35299;Chevrolet;AVEO;SVM Sedan 4D;Sedan;4;1,6;4;0;0;0;20518,58;21934
13007,98418;7372;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;1;1;1;30437,38;4581
13041,874;13607;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;0;1;1;30516,68;8455
12045,9207;19136;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;0;1;1;28186,25;11891
12469,52758;19712;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;0;1;1;29177,45;12248
11539,84565;22405;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;0;1;1;27002,08;13922
11726,00297;23103;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;0;1;1;27437,67;14356
12207,87293;23512;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;1;1;1;28565,20;14610
11203,14611;27364;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;1;1;1;26214,24;17003
10788,97036;31436;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;1;1;1;25245,11;19533
11149,6183;34447;Chevrolet;Cavalier;Coupe 2D;Coupe;4;2,2;2;1;1;1;26088,99;21404
14584,44812;1160;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;1;1;1;34126,15;721
13681,698;10210;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;1;1;1;32013,81;6344
13446,21342;17741;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;0;1;1;31462,79;11024
12327,64161;19347;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;0;1;1;28845,45;12022
12274,95758;19612;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;1;1;1;28722,17;12186
12630,77503;22571;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;1;1;1;29554,75;14025
12425,38917;22771;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;0;1;1;29074,17;14149
12319,69625;24568;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;1;1;1;28826,86;15266
12549,89233;25816;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;0;1;1;29365,49;16041
12234,88805;30297;Chevrolet;Cavalier;LS Coupe 2D;Coupe;4;2,2;2;1;1;1;28628,41;18826
14894,98259;2464;Chevrolet;Cavalier;LS Sedan 4D;Sedan;4;2,2;4;0;1;1;34852,77;1531
14198,09246;11322;Chevrolet;Cavalier;LS Sedan 4D;Sedan;4;2,2;4;1;1;1;33222,12;7035
